quest_id,sequence,level,stage_name,difficulty,kind,concept,title,summary,prompt,xp,uses_gtkada
ADA-0888,888,74,Concurrency and Real-Time Ada,Advanced,Refactor,Ravenscar-oriented design,Refactor: Ravenscar-oriented design,"Refactor practice for Ravenscar-oriented design, emphasizing restricted tasking, analyzability, deterministic communication, and bounded behavior.","Take a working but weak Ada solution involving Ravenscar-oriented design and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves restricted tasking, analyzability, deterministic communication, and bounded behavior.",264,False
ADA-0889,889,74,Concurrency and Real-Time Ada,Advanced,Design,Ravenscar-oriented design,Design: Ravenscar-oriented design,"Design practice for Ravenscar-oriented design, emphasizing restricted tasking, analyzability, deterministic communication, and bounded behavior.","Design a production-quality package or subsystem that depends on Ravenscar-oriented design. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize restricted tasking, analyzability, deterministic communication, and bounded behavior.",276,False
ADA-0890,890,74,Concurrency and Real-Time Ada,Advanced,Senior Review,Ravenscar-oriented design,Senior Review: Ravenscar-oriented design,"Senior Review practice for Ravenscar-oriented design, emphasizing restricted tasking, analyzability, deterministic communication, and bounded behavior.","Perform a senior-level review of an implementation using Ravenscar-oriented design. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on restricted tasking, analyzability, deterministic communication, and bounded behavior.",288,False
ADA-0891,891,75,Concurrency and Real-Time Ada,Advanced,Recall,Watchdogs and fault containment,Recall: Watchdogs and fault containment,"Recall practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Define Watchdogs and fault containment without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on health monitoring, timeout handling, restart boundaries, and degraded modes.",180,False
ADA-0892,892,75,Concurrency and Real-Time Ada,Advanced,Explain,Watchdogs and fault containment,Explain: Watchdogs and fault containment,"Explain practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Explain Watchdogs and fault containment to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on health monitoring, timeout handling, restart boundaries, and degraded modes.",192,False
ADA-0893,893,75,Concurrency and Real-Time Ada,Advanced,Read,Watchdogs and fault containment,Read: Watchdogs and fault containment,"Read practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Create or locate a minimal compiling Ada example that demonstrates Watchdogs and fault containment. Annotate every line related to the concept and explain how the compiler enforces health monitoring, timeout handling, restart boundaries, and degraded modes.",204,False
ADA-0894,894,75,Concurrency and Real-Time Ada,Advanced,Predict,Watchdogs and fault containment,Predict: Watchdogs and fault containment,"Predict practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Write a small Ada program involving Watchdogs and fault containment. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on health monitoring, timeout handling, restart boundaries, and degraded modes.",216,False
ADA-0895,895,75,Concurrency and Real-Time Ada,Advanced,Repair,Watchdogs and fault containment,Repair: Watchdogs and fault containment,"Repair practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Start with a minimal working example of Watchdogs and fault containment, introduce one realistic defect involving health monitoring, timeout handling, restart boundaries, and degraded modes, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",228,False
ADA-0896,896,75,Concurrency and Real-Time Ada,Advanced,Write,Watchdogs and fault containment,Write: Watchdogs and fault containment,"Write practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","From an empty Alire binary crate, implement a focused example of Watchdogs and fault containment. Use domain names from avionics, simulation, or game tooling and make health monitoring, timeout handling, restart boundaries, and degraded modes visible in the design.",240,False
ADA-0897,897,75,Concurrency and Real-Time Ada,Advanced,Test,Watchdogs and fault containment,Test: Watchdogs and fault containment,"Test practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Add tests for a package that uses Watchdogs and fault containment. Include a normal case, a boundary case, and a failure or misuse case related to health monitoring, timeout handling, restart boundaries, and degraded modes.",252,False
ADA-0898,898,75,Concurrency and Real-Time Ada,Advanced,Refactor,Watchdogs and fault containment,Refactor: Watchdogs and fault containment,"Refactor practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Take a working but weak Ada solution involving Watchdogs and fault containment and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves health monitoring, timeout handling, restart boundaries, and degraded modes.",264,False
ADA-0899,899,75,Concurrency and Real-Time Ada,Advanced,Design,Watchdogs and fault containment,Design: Watchdogs and fault containment,"Design practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Design a production-quality package or subsystem that depends on Watchdogs and fault containment. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize health monitoring, timeout handling, restart boundaries, and degraded modes.",276,False
ADA-0900,900,75,Concurrency and Real-Time Ada,Advanced,Senior Review,Watchdogs and fault containment,Senior Review: Watchdogs and fault containment,"Senior Review practice for Watchdogs and fault containment, emphasizing health monitoring, timeout handling, restart boundaries, and degraded modes.","Perform a senior-level review of an implementation using Watchdogs and fault containment. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on health monitoring, timeout handling, restart boundaries, and degraded modes.",288,False
ADA-0901,901,76,Systems Programming and C Interoperability,Advanced,Recall,Record representation clauses,Recall: Record representation clauses,"Recall practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Define Record representation clauses without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on explicit component positions, bit ranges, and protocol or hardware layouts.",195,False
ADA-0902,902,76,Systems Programming and C Interoperability,Advanced,Explain,Record representation clauses,Explain: Record representation clauses,"Explain practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Explain Record representation clauses to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on explicit component positions, bit ranges, and protocol or hardware layouts.",207,False
ADA-0903,903,76,Systems Programming and C Interoperability,Advanced,Read,Record representation clauses,Read: Record representation clauses,"Read practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Create or locate a minimal compiling Ada example that demonstrates Record representation clauses. Annotate every line related to the concept and explain how the compiler enforces explicit component positions, bit ranges, and protocol or hardware layouts.",219,False
ADA-0904,904,76,Systems Programming and C Interoperability,Advanced,Predict,Record representation clauses,Predict: Record representation clauses,"Predict practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Write a small Ada program involving Record representation clauses. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on explicit component positions, bit ranges, and protocol or hardware layouts.",231,False
ADA-0905,905,76,Systems Programming and C Interoperability,Advanced,Repair,Record representation clauses,Repair: Record representation clauses,"Repair practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Start with a minimal working example of Record representation clauses, introduce one realistic defect involving explicit component positions, bit ranges, and protocol or hardware layouts, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0906,906,76,Systems Programming and C Interoperability,Advanced,Write,Record representation clauses,Write: Record representation clauses,"Write practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","From an empty Alire binary crate, implement a focused example of Record representation clauses. Use domain names from avionics, simulation, or game tooling and make explicit component positions, bit ranges, and protocol or hardware layouts visible in the design.",255,False
ADA-0907,907,76,Systems Programming and C Interoperability,Advanced,Test,Record representation clauses,Test: Record representation clauses,"Test practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Add tests for a package that uses Record representation clauses. Include a normal case, a boundary case, and a failure or misuse case related to explicit component positions, bit ranges, and protocol or hardware layouts.",267,False
ADA-0908,908,76,Systems Programming and C Interoperability,Advanced,Refactor,Record representation clauses,Refactor: Record representation clauses,"Refactor practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Take a working but weak Ada solution involving Record representation clauses and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves explicit component positions, bit ranges, and protocol or hardware layouts.",279,False
ADA-0909,909,76,Systems Programming and C Interoperability,Advanced,Design,Record representation clauses,Design: Record representation clauses,"Design practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Design a production-quality package or subsystem that depends on Record representation clauses. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize explicit component positions, bit ranges, and protocol or hardware layouts.",291,False
ADA-0910,910,76,Systems Programming and C Interoperability,Advanced,Senior Review,Record representation clauses,Senior Review: Record representation clauses,"Senior Review practice for Record representation clauses, emphasizing explicit component positions, bit ranges, and protocol or hardware layouts.","Perform a senior-level review of an implementation using Record representation clauses. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on explicit component positions, bit ranges, and protocol or hardware layouts.",303,False
ADA-0911,911,77,Systems Programming and C Interoperability,Advanced,Recall,"Size, alignment, and packing","Recall: Size, alignment, and packing","Recall practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Define Size, alignment, and packing without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on object size, alignment requirements, packing tradeoffs, and verification.",195,False
ADA-0912,912,77,Systems Programming and C Interoperability,Advanced,Explain,"Size, alignment, and packing","Explain: Size, alignment, and packing","Explain practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Explain Size, alignment, and packing to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on object size, alignment requirements, packing tradeoffs, and verification.",207,False
ADA-0913,913,77,Systems Programming and C Interoperability,Advanced,Read,"Size, alignment, and packing","Read: Size, alignment, and packing","Read practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Create or locate a minimal compiling Ada example that demonstrates Size, alignment, and packing. Annotate every line related to the concept and explain how the compiler enforces object size, alignment requirements, packing tradeoffs, and verification.",219,False
ADA-0914,914,77,Systems Programming and C Interoperability,Advanced,Predict,"Size, alignment, and packing","Predict: Size, alignment, and packing","Predict practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Write a small Ada program involving Size, alignment, and packing. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on object size, alignment requirements, packing tradeoffs, and verification.",231,False
ADA-0915,915,77,Systems Programming and C Interoperability,Advanced,Repair,"Size, alignment, and packing","Repair: Size, alignment, and packing","Repair practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Start with a minimal working example of Size, alignment, and packing, introduce one realistic defect involving object size, alignment requirements, packing tradeoffs, and verification, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0916,916,77,Systems Programming and C Interoperability,Advanced,Write,"Size, alignment, and packing","Write: Size, alignment, and packing","Write practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","From an empty Alire binary crate, implement a focused example of Size, alignment, and packing. Use domain names from avionics, simulation, or game tooling and make object size, alignment requirements, packing tradeoffs, and verification visible in the design.",255,False
ADA-0917,917,77,Systems Programming and C Interoperability,Advanced,Test,"Size, alignment, and packing","Test: Size, alignment, and packing","Test practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Add tests for a package that uses Size, alignment, and packing. Include a normal case, a boundary case, and a failure or misuse case related to object size, alignment requirements, packing tradeoffs, and verification.",267,False
ADA-0918,918,77,Systems Programming and C Interoperability,Advanced,Refactor,"Size, alignment, and packing","Refactor: Size, alignment, and packing","Refactor practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Take a working but weak Ada solution involving Size, alignment, and packing and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves object size, alignment requirements, packing tradeoffs, and verification.",279,False
ADA-0919,919,77,Systems Programming and C Interoperability,Advanced,Design,"Size, alignment, and packing","Design: Size, alignment, and packing","Design practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Design a production-quality package or subsystem that depends on Size, alignment, and packing. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize object size, alignment requirements, packing tradeoffs, and verification.",291,False
ADA-0920,920,77,Systems Programming and C Interoperability,Advanced,Senior Review,"Size, alignment, and packing","Senior Review: Size, alignment, and packing","Senior Review practice for Size, alignment, and packing, emphasizing object size, alignment requirements, packing tradeoffs, and verification.","Perform a senior-level review of an implementation using Size, alignment, and packing. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on object size, alignment requirements, packing tradeoffs, and verification.",303,False
ADA-0921,921,78,Systems Programming and C Interoperability,Advanced,Recall,Bit order and endianness,Recall: Bit order and endianness,"Recall practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Define Bit order and endianness without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on storage element order, scalar storage order, and portable decoding.",195,False
ADA-0922,922,78,Systems Programming and C Interoperability,Advanced,Explain,Bit order and endianness,Explain: Bit order and endianness,"Explain practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Explain Bit order and endianness to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on storage element order, scalar storage order, and portable decoding.",207,False
ADA-0923,923,78,Systems Programming and C Interoperability,Advanced,Read,Bit order and endianness,Read: Bit order and endianness,"Read practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Create or locate a minimal compiling Ada example that demonstrates Bit order and endianness. Annotate every line related to the concept and explain how the compiler enforces storage element order, scalar storage order, and portable decoding.",219,False
ADA-0924,924,78,Systems Programming and C Interoperability,Advanced,Predict,Bit order and endianness,Predict: Bit order and endianness,"Predict practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Write a small Ada program involving Bit order and endianness. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on storage element order, scalar storage order, and portable decoding.",231,False
ADA-0925,925,78,Systems Programming and C Interoperability,Advanced,Repair,Bit order and endianness,Repair: Bit order and endianness,"Repair practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Start with a minimal working example of Bit order and endianness, introduce one realistic defect involving storage element order, scalar storage order, and portable decoding, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0926,926,78,Systems Programming and C Interoperability,Advanced,Write,Bit order and endianness,Write: Bit order and endianness,"Write practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","From an empty Alire binary crate, implement a focused example of Bit order and endianness. Use domain names from avionics, simulation, or game tooling and make storage element order, scalar storage order, and portable decoding visible in the design.",255,False
ADA-0927,927,78,Systems Programming and C Interoperability,Advanced,Test,Bit order and endianness,Test: Bit order and endianness,"Test practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Add tests for a package that uses Bit order and endianness. Include a normal case, a boundary case, and a failure or misuse case related to storage element order, scalar storage order, and portable decoding.",267,False
ADA-0928,928,78,Systems Programming and C Interoperability,Advanced,Refactor,Bit order and endianness,Refactor: Bit order and endianness,"Refactor practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Take a working but weak Ada solution involving Bit order and endianness and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves storage element order, scalar storage order, and portable decoding.",279,False
ADA-0929,929,78,Systems Programming and C Interoperability,Advanced,Design,Bit order and endianness,Design: Bit order and endianness,"Design practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Design a production-quality package or subsystem that depends on Bit order and endianness. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize storage element order, scalar storage order, and portable decoding.",291,False
ADA-0930,930,78,Systems Programming and C Interoperability,Advanced,Senior Review,Bit order and endianness,Senior Review: Bit order and endianness,"Senior Review practice for Bit order and endianness, emphasizing storage element order, scalar storage order, and portable decoding.","Perform a senior-level review of an implementation using Bit order and endianness. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on storage element order, scalar storage order, and portable decoding.",303,False
ADA-0931,931,78,Systems Programming and C Interoperability,Advanced,Recall,Unchecked conversion,Recall: Unchecked conversion,"Recall practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Define Unchecked conversion without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on representation reinterpretation, preconditions, size equality, and safer alternatives.",195,False
ADA-0932,932,78,Systems Programming and C Interoperability,Advanced,Explain,Unchecked conversion,Explain: Unchecked conversion,"Explain practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Explain Unchecked conversion to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on representation reinterpretation, preconditions, size equality, and safer alternatives.",207,False
ADA-0933,933,78,Systems Programming and C Interoperability,Advanced,Read,Unchecked conversion,Read: Unchecked conversion,"Read practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Create or locate a minimal compiling Ada example that demonstrates Unchecked conversion. Annotate every line related to the concept and explain how the compiler enforces representation reinterpretation, preconditions, size equality, and safer alternatives.",219,False
ADA-0934,934,78,Systems Programming and C Interoperability,Advanced,Predict,Unchecked conversion,Predict: Unchecked conversion,"Predict practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Write a small Ada program involving Unchecked conversion. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on representation reinterpretation, preconditions, size equality, and safer alternatives.",231,False
ADA-0935,935,78,Systems Programming and C Interoperability,Advanced,Repair,Unchecked conversion,Repair: Unchecked conversion,"Repair practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Start with a minimal working example of Unchecked conversion, introduce one realistic defect involving representation reinterpretation, preconditions, size equality, and safer alternatives, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0936,936,78,Systems Programming and C Interoperability,Advanced,Write,Unchecked conversion,Write: Unchecked conversion,"Write practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","From an empty Alire binary crate, implement a focused example of Unchecked conversion. Use domain names from avionics, simulation, or game tooling and make representation reinterpretation, preconditions, size equality, and safer alternatives visible in the design.",255,False
ADA-0937,937,78,Systems Programming and C Interoperability,Advanced,Test,Unchecked conversion,Test: Unchecked conversion,"Test practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Add tests for a package that uses Unchecked conversion. Include a normal case, a boundary case, and a failure or misuse case related to representation reinterpretation, preconditions, size equality, and safer alternatives.",267,False
ADA-0938,938,78,Systems Programming and C Interoperability,Advanced,Refactor,Unchecked conversion,Refactor: Unchecked conversion,"Refactor practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Take a working but weak Ada solution involving Unchecked conversion and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves representation reinterpretation, preconditions, size equality, and safer alternatives.",279,False
ADA-0939,939,78,Systems Programming and C Interoperability,Advanced,Design,Unchecked conversion,Design: Unchecked conversion,"Design practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Design a production-quality package or subsystem that depends on Unchecked conversion. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize representation reinterpretation, preconditions, size equality, and safer alternatives.",291,False
ADA-0940,940,78,Systems Programming and C Interoperability,Advanced,Senior Review,Unchecked conversion,Senior Review: Unchecked conversion,"Senior Review practice for Unchecked conversion, emphasizing representation reinterpretation, preconditions, size equality, and safer alternatives.","Perform a senior-level review of an implementation using Unchecked conversion. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on representation reinterpretation, preconditions, size equality, and safer alternatives.",303,False
ADA-0941,941,79,Systems Programming and C Interoperability,Advanced,Recall,System.Address and address clauses,Recall: System.Address and address clauses,"Recall practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Define System.Address and address clauses without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on addresses, overlays, imported storage, and aliasing hazards.",195,False
ADA-0942,942,79,Systems Programming and C Interoperability,Advanced,Explain,System.Address and address clauses,Explain: System.Address and address clauses,"Explain practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Explain System.Address and address clauses to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on addresses, overlays, imported storage, and aliasing hazards.",207,False
ADA-0943,943,79,Systems Programming and C Interoperability,Advanced,Read,System.Address and address clauses,Read: System.Address and address clauses,"Read practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Create or locate a minimal compiling Ada example that demonstrates System.Address and address clauses. Annotate every line related to the concept and explain how the compiler enforces addresses, overlays, imported storage, and aliasing hazards.",219,False
ADA-0944,944,79,Systems Programming and C Interoperability,Advanced,Predict,System.Address and address clauses,Predict: System.Address and address clauses,"Predict practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Write a small Ada program involving System.Address and address clauses. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on addresses, overlays, imported storage, and aliasing hazards.",231,False
ADA-0945,945,79,Systems Programming and C Interoperability,Advanced,Repair,System.Address and address clauses,Repair: System.Address and address clauses,"Repair practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Start with a minimal working example of System.Address and address clauses, introduce one realistic defect involving addresses, overlays, imported storage, and aliasing hazards, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0946,946,79,Systems Programming and C Interoperability,Advanced,Write,System.Address and address clauses,Write: System.Address and address clauses,"Write practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","From an empty Alire binary crate, implement a focused example of System.Address and address clauses. Use domain names from avionics, simulation, or game tooling and make addresses, overlays, imported storage, and aliasing hazards visible in the design.",255,False
ADA-0947,947,79,Systems Programming and C Interoperability,Advanced,Test,System.Address and address clauses,Test: System.Address and address clauses,"Test practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Add tests for a package that uses System.Address and address clauses. Include a normal case, a boundary case, and a failure or misuse case related to addresses, overlays, imported storage, and aliasing hazards.",267,False
ADA-0948,948,79,Systems Programming and C Interoperability,Advanced,Refactor,System.Address and address clauses,Refactor: System.Address and address clauses,"Refactor practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Take a working but weak Ada solution involving System.Address and address clauses and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves addresses, overlays, imported storage, and aliasing hazards.",279,False
ADA-0949,949,79,Systems Programming and C Interoperability,Advanced,Design,System.Address and address clauses,Design: System.Address and address clauses,"Design practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Design a production-quality package or subsystem that depends on System.Address and address clauses. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize addresses, overlays, imported storage, and aliasing hazards.",291,False
ADA-0950,950,79,Systems Programming and C Interoperability,Advanced,Senior Review,System.Address and address clauses,Senior Review: System.Address and address clauses,"Senior Review practice for System.Address and address clauses, emphasizing addresses, overlays, imported storage, and aliasing hazards.","Perform a senior-level review of an implementation using System.Address and address clauses. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on addresses, overlays, imported storage, and aliasing hazards.",303,False
ADA-0951,951,80,Systems Programming and C Interoperability,Advanced,Recall,Storage pools,Recall: Storage pools,"Recall practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Define Storage pools without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on custom allocation, deterministic memory strategies, and deallocation policy.",195,False
ADA-0952,952,80,Systems Programming and C Interoperability,Advanced,Explain,Storage pools,Explain: Storage pools,"Explain practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Explain Storage pools to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on custom allocation, deterministic memory strategies, and deallocation policy.",207,False
ADA-0953,953,80,Systems Programming and C Interoperability,Advanced,Read,Storage pools,Read: Storage pools,"Read practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Create or locate a minimal compiling Ada example that demonstrates Storage pools. Annotate every line related to the concept and explain how the compiler enforces custom allocation, deterministic memory strategies, and deallocation policy.",219,False
ADA-0954,954,80,Systems Programming and C Interoperability,Advanced,Predict,Storage pools,Predict: Storage pools,"Predict practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Write a small Ada program involving Storage pools. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on custom allocation, deterministic memory strategies, and deallocation policy.",231,False
ADA-0955,955,80,Systems Programming and C Interoperability,Advanced,Repair,Storage pools,Repair: Storage pools,"Repair practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Start with a minimal working example of Storage pools, introduce one realistic defect involving custom allocation, deterministic memory strategies, and deallocation policy, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",243,False
ADA-0956,956,80,Systems Programming and C Interoperability,Advanced,Write,Storage pools,Write: Storage pools,"Write practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","From an empty Alire binary crate, implement a focused example of Storage pools. Use domain names from avionics, simulation, or game tooling and make custom allocation, deterministic memory strategies, and deallocation policy visible in the design.",255,False
ADA-0957,957,80,Systems Programming and C Interoperability,Advanced,Test,Storage pools,Test: Storage pools,"Test practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Add tests for a package that uses Storage pools. Include a normal case, a boundary case, and a failure or misuse case related to custom allocation, deterministic memory strategies, and deallocation policy.",267,False
ADA-0958,958,80,Systems Programming and C Interoperability,Advanced,Refactor,Storage pools,Refactor: Storage pools,"Refactor practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Take a working but weak Ada solution involving Storage pools and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves custom allocation, deterministic memory strategies, and deallocation policy.",279,False
ADA-0959,959,80,Systems Programming and C Interoperability,Advanced,Design,Storage pools,Design: Storage pools,"Design practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Design a production-quality package or subsystem that depends on Storage pools. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize custom allocation, deterministic memory strategies, and deallocation policy.",291,False
ADA-0960,960,80,Systems Programming and C Interoperability,Advanced,Senior Review,Storage pools,Senior Review: Storage pools,"Senior Review practice for Storage pools, emphasizing custom allocation, deterministic memory strategies, and deallocation policy.","Perform a senior-level review of an implementation using Storage pools. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on custom allocation, deterministic memory strategies, and deallocation policy.",303,False
